audit_id,timestamp,event_id,customer_id,event_type,root_cause,risk_level,decision,action_taken,message_sent,attempt_number,amount,recovered,recovered_amount,outcome,stopping_rule_triggered,stopping_rule_detail
f896db43-1b3e-4a17-95b9-42ca0e193147,2026-09-03T17:31:23.521777,e8495eab-722a-4445-a5f5-4d628d1acfb9,cust_9a36d1ec,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Faqid Goel, you were just a step away from completing your ₹16,349 purchase! Your cart is still saved. Complete your order here: https://rzp.io/example",1,16349.28,False,0.0,pending,False,
c525fcbb-6202-449d-a0d4-f6a1b666b8f1,2026-09-03T17:31:23.521799,60c2418c-c448-4e53-8223-c6ace1e80740,cust_978648f8,invoice_overdue,broken_promise_to_pay,critical,promise_followup,[SIMULATED] Send promise_followup via SMS/Email,"Hi Fiyaz Sangha, we noticed the payment of ₹40,291 that was expected by 24 Aug 2026 hasn't been received yet. Could you provide an update? We'd like to help resolve this.",1,40291.28,False,0.0,pending,False,
a66aed2d-9f18-4ad9-8bbf-ea25c29e05a0,2026-09-03T17:31:23.521808,d496a811-4203-4a20-a1a4-2039e8f167dd,cust_1337739e,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Aarnav Rege, looks like you started filling in your details for a ₹25,062 order. Need help completing it? We're here for you.",1,25061.72,False,0.0,pending,False,
95aaf00e-8242-4a6d-a07a-f697bbbe9f08,2026-09-03T17:31:23.521817,20acea94-218a-403d-83cb-3af85ecaa611,cust_eededb07,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Ishita Kade, looks like you started filling in your details for a ₹12,482 order. Need help completing it? We're here for you.",1,12482.05,False,0.0,pending,False,
bef48087-ca34-49e0-adb0-820f9af57e4a,2026-09-03T17:31:23.521826,9a1f1cc0-b9d1-43ac-b978-28a71a6232ca,cust_5d286aa4,payment_failed,insufficient_funds,high,retry_payment,"[SIMULATED] Retry payment of ₹29,260 after 4320min delay","Hi Barkha Ram, your payment of ₹29,260 could not be processed due to insufficient funds. We'll retry in a few days. Please ensure your account has adequate balance. Need help? Reply to this message.",1,29259.94,True,29259.94,recovered,False,
61a5799f-c921-47e2-824a-4f9bda35a24f,2026-09-03T17:31:23.521835,6b097a7e-d087-4a52-a3a5-95c18f294c18,cust_d85c16bd,payment_failed,insufficient_funds,high,retry_payment,"[SIMULATED] Retry payment of ₹37,838 after 4320min delay","Hi Amara Balakrishnan, your payment of ₹37,838 could not be processed due to insufficient funds. We'll retry in a few days. Please ensure your account has adequate balance. Need help? Reply to this message.",1,37837.95,False,0.0,pending,False,
93e32c42-a685-42be-ba1f-d69bf0e47c95,2026-09-03T17:31:23.521844,d298760e-44a5-4da3-a34b-b011870d8273,cust_f7860b50,subscription_failed,subscription_bank_declined,high,retry_payment,"[SIMULATED] Retry payment of ₹1,867 after 15min delay","Hi Indali Upadhyay! ₹1,867 ka subscription renewal bank ne decline kar diya. Hum jaldi retry karenge. Problem continue ho toh bank se contact karein ya dusra card try karein.",1,1867.49,False,0.0,pending,False,
767e2156-7009-4b82-8aeb-34ffffeb23d7,2026-09-03T17:31:23.521853,564947eb-3251-4936-8c3f-8f1dafec869e,cust_e68933a9,payment_failed,insufficient_funds,high,retry_payment,"[SIMULATED] Retry payment of ₹48,560 after 4320min delay","Hi Aradhana Dhillon, your payment of ₹48,560 could not be processed due to insufficient funds. We'll retry in a few days. Please ensure your account has adequate balance. Need help? Reply to this message.",1,48559.7,False,0.0,pending,False,
9596e016-3654-41e3-8065-5dd8af66c0b8,2026-09-03T17:31:23.521862,84c3164c-7196-4cfe-a640-11b8ebf7518a,cust_6b5252e3,subscription_failed,subscription_bank_declined,high,retry_payment,[SIMULATED] Retry payment of ₹511 after 15min delay,Hi Advika Jayaraman! ₹511 ka subscription renewal bank ne decline kar diya. Hum jaldi retry karenge. Problem continue ho toh bank se contact karein ya dusra card try karein.,1,511.35,False,0.0,pending,False,
e9fa5e11-15b6-4815-b8cb-fc6041c09b66,2026-09-03T17:31:23.521871,9cfd4483-a301-4193-8d9b-72b447b97fd1,cust_c1101266,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Mekhala Pau, looks like you started filling in your details for a ₹362 order. Need help completing it? We're here for you.",1,361.62,False,0.0,pending,False,
a89521da-5bcf-447d-8c1f-f3aeee6eb563,2026-09-03T17:31:23.521881,1533123b-3107-4b07-abc9-b7ecb872f6c2,cust_f0ede303,subscription_failed,subscription_bank_declined,high,retry_payment,"[SIMULATED] Retry payment of ₹2,556 after 15min delay","Hi Charan Mani, your subscription renewal of ₹2,556 was declined by your bank. We'll retry shortly. If the issue continues, please contact your bank or try a different card.",1,2555.67,True,2555.67,recovered,False,
ce8d051b-a415-4adb-b877-33b9e627fcda,2026-09-03T17:31:23.521894,81cda5f0-a783-4907-9e19-a0b497f87b31,cust_f0ede303,subscription_failed,subscription_bank_declined,high,retry_payment,"[SIMULATED] Retry payment of ₹2,869 after 15min delay","Hi Charan Mani! ₹2,869 ka subscription renewal bank ne decline kar diya. Hum jaldi retry karenge. Problem continue ho toh bank se contact karein ya dusra card try karein.",1,2868.8,False,0.0,pending,False,
1d7a2111-6326-4d42-a2d7-47bb11491fdb,2026-09-03T17:31:23.521908,fd972fd0-a810-49c7-83a2-417d1cad7594,cust_372f871a,invoice_overdue,broken_promise_to_pay,critical,promise_followup,[SIMULATED] Send promise_followup via SMS/Email,"Hi Hemani Sani, ₹30,027 ka payment jo 28 Aug 2026 tak expected tha, abhi tak receive nahi hua. Kya aap update de sakte hain? Hum help karna chahte hain.",1,30027.44,False,0.0,pending,False,
c23acf60-30af-4e6f-a72d-094dd6d1aa25,2026-09-03T17:31:23.521918,9a465db1-00e8-4e94-97be-01343ecbfaf0,cust_9e50aa42,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Lajita Seshadri! Aap ₹12,195 ki purchase se bas ek step door the! Cart abhi bhi saved hai — yahan se complete karein: https://rzp.io/example",1,12195.41,False,0.0,pending,False,
d384241d-651a-42c4-8ddd-9ac6aa2dfb4c,2026-09-03T17:31:23.521927,7d48f302-82de-49d0-a7f9-5b849e67302c,cust_c8dcd19f,subscription_failed,subscription_bank_declined,high,retry_payment,"[SIMULATED] Retry payment of ₹2,343 after 15min delay","Hi Niharika Gupta, your subscription renewal of ₹2,343 was declined by your bank. We'll retry shortly. If the issue continues, please contact your bank or try a different card.",1,2343.34,False,0.0,pending,False,
7630057c-9d10-4600-9a01-fc4a1c48a617,2026-09-03T17:31:23.521936,d1dc95b6-b9ef-409d-adb6-d5560576e481,cust_be0f051b,subscription_failed,subscription_bank_declined,high,retry_payment,"[SIMULATED] Retry payment of ₹2,642 after 15min delay","Hi Anita Manda, your subscription renewal of ₹2,642 was declined by your bank. We'll retry shortly. If the issue continues, please contact your bank or try a different card.",1,2641.81,False,0.0,pending,False,
a9666598-3d58-45d2-b596-c62c8aeafec9,2026-09-03T17:31:23.521945,be363816-abd6-44fc-8f63-4595e253c340,cust_e8dd5e5a,invoice_overdue,invoice_no_response,high,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Eta Sagar, a friendly reminder that your invoice of ₹46,460 is pending. Please process the payment at your earliest convenience. Payment link: https://rzp.io/example",1,46459.89,False,0.0,pending,False,
3a1f3bbc-e9e1-4715-a072-af9563abd37e,2026-09-03T17:31:23.521954,34c8ca09-fad9-4116-a542-3a9d5cf30600,cust_9e50aa42,payment_failed,bank_issuer_error,medium,retry_payment,"[SIMULATED] Retry payment of ₹33,650 after 15min delay","Hi Lajita Seshadri, your payment of ₹33,650 failed due to a temporary bank issue. We're retrying automatically — no action needed from you. If the issue persists, try a different payment method.",1,33650.01,False,0.0,pending,False,
b839fb0e-a431-4563-a851-3b7265bcee26,2026-09-03T17:31:23.521962,690e4a45-c662-483a-b2d4-5fcdd3eaba6e,cust_aba4fc03,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Mohammed Sachdeva, you were just a step away from completing your ₹11,390 purchase! Your cart is still saved. Complete your order here: https://rzp.io/example",1,11389.93,False,0.0,pending,False,
a4383ab2-45cb-4c14-8657-157c227df507,2026-09-03T17:31:23.521971,8208bb7d-b05d-4e8e-9e45-ac3977a9f313,cust_a9e27ba9,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Inaya Mukherjee, you were just a step away from completing your ₹3,735 purchase! Your cart is still saved. Complete your order here: https://rzp.io/example",1,3735.46,True,3735.46,recovered,False,
c40d3d14-ea73-4c25-b558-36eec9f5a220,2026-09-03T17:31:23.521982,645513b3-d586-4270-82ea-d3e0271f6a6a,cust_f264accc,invoice_overdue,broken_promise_to_pay,critical,promise_followup,[SIMULATED] Send promise_followup via SMS/Email,"Hi Alka Wable, we noticed the payment of ₹43,010 that was expected by 26 Aug 2026 hasn't been received yet. Could you provide an update? We'd like to help resolve this.",1,43009.84,True,43009.84,recovered,False,
3c95f009-c34d-470e-99ec-a516f016ca07,2026-09-03T17:31:23.521991,3a87e3c1-7798-4fa1-8c38-4a3637d1086f,cust_3b33f3d8,payment_failed,bank_issuer_error,medium,retry_payment,"[SIMULATED] Retry payment of ₹36,223 after 15min delay","Hi Michael Kala, your payment of ₹36,223 failed due to a temporary bank issue. We're retrying automatically — no action needed from you. If the issue persists, try a different payment method.",1,36222.96,False,0.0,pending,False,
fbb30846-67ab-425a-8b91-9c0407cad2d2,2026-09-03T17:31:23.521999,37c7b2bc-d299-4a14-8a34-753301f91286,cust_6bc4123e,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Devansh Soni, you were just a step away from completing your ₹23,754 purchase! Your cart is still saved. Complete your order here: https://rzp.io/example",1,23754.05,False,0.0,pending,False,
9cdac8ef-1bfe-448e-8592-5ec7f8c776b2,2026-09-03T17:31:23.522008,32f6604d-24fe-491e-9570-e9c10aeab4a3,cust_e7067ef4,subscription_failed,expired_card,critical,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Nitesh Raghavan, your card on file has expired. Please update your payment method to continue your ₹2,084/month subscription without interruption. Update here: https://rzp.io/example",1,2084.42,False,0.0,pending,False,
5f29c736-28b1-4ad2-aa7e-266654ff8e7e,2026-09-03T17:31:23.522016,13c62715-d7a0-49d7-9c49-f262eaa8be90,cust_e7067ef4,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Nitesh Raghavan! Aap ₹36,465 ki purchase se bas ek step door the! Cart abhi bhi saved hai — yahan se complete karein: https://rzp.io/example",1,36465.04,False,0.0,pending,False,
be488dd6-f121-4bbb-ba5a-7f033f6c01c3,2026-09-03T17:31:23.522024,3d4b5b1f-6fd5-43b0-9f56-debf305fcee6,cust_5e6fea07,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Ishwar Gade, you were just a step away from completing your ₹26,907 purchase! Your cart is still saved. Complete your order here: https://rzp.io/example",1,26907.03,True,26907.03,recovered,False,
f0307f21-2dc2-4272-bee2-24ff8fcb0489,2026-09-03T17:31:23.522034,b4fa0570-d447-4381-b0ae-39be7bf8d266,cust_17d2582e,payment_failed,bank_issuer_error,medium,retry_payment,"[SIMULATED] Retry payment of ₹43,749 after 15min delay","Hi Timothy Ravel! ₹43,749 ka payment bank ki wajah se fail ho gaya. Tension mat lijiye, hum automatically retry kar rahe hain. Agar problem continue ho, toh dusra payment method try karein.",1,43749.4,True,43749.4,recovered,False,
379c7597-7cf3-44bf-90d2-b3417719c8c3,2026-09-03T17:31:23.522042,a9e9da86-c5db-441e-bef2-9e416d80a117,cust_e7067ef4,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Nitesh Raghavan, you were just a step away from completing your ₹49,964 purchase! Your cart is still saved. Complete your order here: https://rzp.io/example",1,49964.27,False,0.0,pending,False,
a501a9c3-4854-4e8d-86df-3583830bfa85,2026-09-03T17:31:23.522050,c5f14e97-a917-4ed6-9088-4ba9e0db63e1,cust_04f64d86,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Inaya Kapur, lagta hai aapne ₹24,385 ke order ke liye details bharna shuru kiya tha. Koi help chahiye? Hum yahan hain!",1,24384.93,False,0.0,pending,False,
69896a3f-7e36-42ae-81d0-4e605cd46df1,2026-09-03T17:31:23.522059,c597625e-277a-4f66-b132-228a0435b409,cust_c333e861,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Aadi Naik, lagta hai aapne ₹307 ke order ke liye details bharna shuru kiya tha. Koi help chahiye? Hum yahan hain!",1,307.34,False,0.0,pending,False,
2ce9a1cc-b6d7-4526-b384-d3061bd40b27,2026-09-03T17:31:23.522068,e5d0c0e9-8112-458c-a685-696a27b35c4f,cust_314d3441,payment_failed,bank_issuer_error,medium,retry_payment,"[SIMULATED] Retry payment of ₹47,874 after 15min delay","Hi Jagdish Wason! ₹47,874 ka payment bank ki wajah se fail ho gaya. Tension mat lijiye, hum automatically retry kar rahe hain. Agar problem continue ho, toh dusra payment method try karein.",1,47874.42,False,0.0,pending,False,
4b841df4-587f-4457-b7b5-ca2e5935c2b1,2026-09-03T17:31:23.522077,c1e32d5e-7ce2-4b34-a7b5-8ce61af2ff5f,cust_816bcb9f,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Hardik Contractor, you were just a step away from completing your ₹14,976 purchase! Your cart is still saved. Complete your order here: https://rzp.io/example",1,14976.05,False,0.0,pending,False,
0bc7eb44-47a3-4181-ad7a-c9357efd6df5,2026-09-03T17:31:23.522085,8824ded1-db5c-4e53-b2b4-9d3d343f79a3,cust_1337739e,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Aarnav Rege, you were just a step away from completing your ₹29,292 purchase! Your cart is still saved. Complete your order here: https://rzp.io/example",1,29292.04,False,0.0,pending,False,
986dc5c8-a553-4ade-867c-8e1cc20c2e74,2026-09-03T17:31:23.522094,edcbb816-c593-4bde-9906-661d4e94670a,cust_c333e861,invoice_overdue,invoice_no_response,high,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Aadi Naik, a friendly reminder that your invoice of ₹4,190 is pending. Please process the payment at your earliest convenience. Payment link: https://rzp.io/example",1,4189.55,True,4189.55,recovered,False,
3252987f-6e55-40f2-aca7-b9c15a0b579d,2026-09-03T17:31:23.522104,db903a59-34d7-4817-b6e7-db305535d96f,cust_04f64d86,payment_failed,bank_issuer_error,medium,retry_payment,"[SIMULATED] Retry payment of ₹47,091 after 15min delay","Hi Inaya Kapur, your payment of ₹47,091 failed due to a temporary bank issue. We're retrying automatically — no action needed from you. If the issue persists, try a different payment method.",1,47091.49,True,47091.49,recovered,False,
af864444-d32f-4faf-a2cb-daf3250da847,2026-09-03T17:31:23.522112,ef8d47c8-a84f-4ad0-a993-7d36b05e14f4,cust_2e25b5ee,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Harita Sunder, lagta hai aapne ₹4,283 ke order ke liye details bharna shuru kiya tha. Koi help chahiye? Hum yahan hain!",1,4282.77,False,0.0,pending,False,
f9f46975-5269-4674-a3f8-bea65c07b8b0,2026-09-03T17:31:23.522120,c1aec74c-d28f-444d-b208-83e72ef1242b,cust_f7294951,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Veda Shroff, looks like you started filling in your details for a ₹35,866 order. Need help completing it? We're here for you.",1,35866.35,False,0.0,pending,False,
46403abe-d47b-47ba-9447-5344a3ce097f,2026-09-03T17:31:23.522128,b3ad59f4-241e-479e-b1d4-9c22eac89a34,cust_be0f051b,subscription_failed,expired_card,critical,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Anita Manda, your card on file has expired. Please update your payment method to continue your ₹225/month subscription without interruption. Update here: https://rzp.io/example",1,225.08,False,0.0,pending,False,
f99f8c0b-1bf5-40b8-b32f-ffe881b0a92b,2026-09-03T17:31:23.522141,dca78e70-b0e0-43cb-b524-89c0307ed7f3,cust_1578d709,invoice_overdue,broken_promise_to_pay,critical,promise_followup,[SIMULATED] Send promise_followup via SMS/Email,"Hi Anjali Sengupta, we noticed the payment of ₹49,806 that was expected by 29 Aug 2026 hasn't been received yet. Could you provide an update? We'd like to help resolve this.",1,49805.6,False,0.0,pending,False,
135fc165-8be2-4a5f-8f2a-08e343d3a270,2026-09-03T17:31:23.522151,e69bb710-ed20-42ab-943e-a7a2afd5d1a7,cust_be0f051b,invoice_overdue,broken_promise_to_pay,critical,promise_followup,[SIMULATED] Send promise_followup via SMS/Email,"Hi Anita Manda, ₹44,067 ka payment jo 31 Aug 2026 tak expected tha, abhi tak receive nahi hua. Kya aap update de sakte hain? Hum help karna chahte hain.",1,44067.04,False,0.0,pending,False,
b504e4ba-7722-4121-915d-c1fec2270164,2026-09-03T17:31:23.522160,13039c98-2091-4074-a1f1-87f415ee6c11,cust_f1738856,invoice_overdue,invoice_no_response,high,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Timothy Bhatnagar, a friendly reminder that your invoice of ₹35,236 is pending. Please process the payment at your earliest convenience. Payment link: https://rzp.io/example",1,35236.29,False,0.0,pending,False,
f46f05ab-0610-42f7-ba98-2e63fdfda173,2026-09-03T17:31:23.522169,9b3476e8-debd-4439-89ec-935348132ca9,cust_372f871a,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Hemani Sani! Aap ₹40,892 ki purchase se bas ek step door the! Cart abhi bhi saved hai — yahan se complete karein: https://rzp.io/example",1,40891.79,False,0.0,pending,False,
6651a8a5-d853-42fd-adf8-5d5b9db658c6,2026-09-03T17:31:23.522178,8b8bcab8-d9b4-4067-b49e-1a4c097748c5,cust_a319dcb4,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Neel Sathe! Aap ₹44,508 ki purchase se bas ek step door the! Cart abhi bhi saved hai — yahan se complete karein: https://rzp.io/example",1,44507.69,False,0.0,pending,False,
fb3db21a-ecd1-426a-bcae-b2b9ad0a9618,2026-09-03T17:31:23.522187,d1f49d9a-3a44-466a-914d-7d57dc369b9f,cust_7cd0129d,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Isha Kuruvilla, looks like you started filling in your details for a ₹10,689 order. Need help completing it? We're here for you.",1,10689.36,False,0.0,pending,False,
72c5f45d-4bc3-40b0-81d9-7a4f4817163f,2026-09-03T17:31:23.522196,4420b389-9de7-4a12-96cc-2a90499af1e9,cust_f0ede303,payment_failed,insufficient_funds,high,retry_payment,"[SIMULATED] Retry payment of ₹45,286 after 4320min delay","Hi Charan Mani! Aapka ₹45,286 ka payment process nahi ho paya — account mein balance check kar lijiye. Hum kuch dinon mein retry karenge. Koi help chahiye? Reply karein!",1,45285.76,False,0.0,pending,False,
191e1dc3-7f19-4786-9c92-6862f42cd814,2026-09-03T17:31:23.522209,f1bd3161-908c-44ba-8863-952112c00ad0,cust_e8dd5e5a,invoice_overdue,broken_promise_to_pay,critical,promise_followup,[SIMULATED] Send promise_followup via SMS/Email,"Hi Eta Sagar, we noticed the payment of ₹2,396 that was expected by 29 Aug 2026 hasn't been received yet. Could you provide an update? We'd like to help resolve this.",1,2395.52,False,0.0,pending,False,
e9087f58-144e-4d81-819d-7bd835d69618,2026-09-03T17:31:23.522218,79e52491-2d57-4e0b-964b-9c121b56b4bc,cust_f7860b50,subscription_failed,expired_card,critical,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,Hi Indali Upadhyay! Aapka card expire ho gaya hai. Apna payment method update karein taaki ₹512/month subscription smoothly chalta rahe. Update karein: https://rzp.io/example,1,512.25,False,0.0,pending,False,
26df479b-01e0-48a9-aa87-a3cf470965f4,2026-09-03T17:31:23.522226,1ab8f864-4fa6-46cf-84ab-52fd436404e2,cust_bc2cbb0d,payment_failed,insufficient_funds,high,retry_payment,"[SIMULATED] Retry payment of ₹41,763 after 4320min delay","Hi Amara Dutta! Aapka ₹41,763 ka payment process nahi ho paya — account mein balance check kar lijiye. Hum kuch dinon mein retry karenge. Koi help chahiye? Reply karein!",1,41762.83,False,0.0,pending,False,
15d985ae-9c26-4d95-8ce3-1b0bba2c0992,2026-09-03T17:31:23.522234,16fe6882-1aad-47d6-b010-c84d7fe9c7bc,cust_c1101266,checkout_abandoned,abandoned_at_payment_step,high,send_nudge,[SIMULATED] Send send_nudge via SMS/Email,"Hi Mekhala Pau! Aap ₹15,551 ki purchase se bas ek step door the! Cart abhi bhi saved hai — yahan se complete karein: https://rzp.io/example",1,15551.27,False,0.0,pending,False,
3d79be03-a40d-47cb-96b3-3d6f78428406,2026-09-03T17:31:23.522242,72119137-19ee-4520-917c-4671e3d7955f,cust_7c16128d,checkout_abandoned,abandoned_at_details_step,medium,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Ayush Khatri, looks like you started filling in your details for a ₹12,627 order. Need help completing it? We're here for you.",1,12626.58,False,0.0,pending,False,
40d3cc9d-9ac1-4f62-963d-5b5a5333eb5b,2026-09-03T17:31:23.522251,c2f365f4-5aee-4079-b99c-9b7a2b952637,cust_1578d709,subscription_failed,expired_card,critical,send_reminder,[SIMULATED] Send send_reminder via SMS/Email,"Hi Anjali Sengupta! Aapka card expire ho gaya hai. Apna payment method update karein taaki ₹2,932/month subscription smoothly chalta rahe. Update karein: https://rzp.io/example",1,2932.38,False,0.0,pending,False,
